BKG_HTLSEQ,BKG_CITYCD,GMV,GR,GRASP,ATTRIBUTE_VALUE,GR_Bucket,IHM_Bucket,DND_Bucket,APPONLY_Bucket,INDIAIP_Bucket,SDND_Bucket,New_GR,New_IHM,New_APPONLY,New_INDIAIP,New_SDND
4190725563790999,HC200802201459216478,18501.88,3693.58,19.96,"INTL_METADND,INTL_ALL,IH4STAR,IHM10,INTL_DRMS,INTL_HPA5,INTL_TRIP5,INTL_TVG5,INTL_SDNDD,INTL_EBLACK10,INTL_GR_high4",[],['IHM7'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM10, , ,INTL_SDNDD
4190725563791001,HC200802201459216478,40094.74,9403.55,23.45,"INTL_METADND,INTL_ALL,INTL_HPA5,IHM13,IH4STAR,INTL_DRMS,INTL_SF,INTL_TVG5,INTL_TRIP5,INTL_SDNDD,INTL_EBLACK11,INTL_MMTF,INTL_3K_5K,INTL_GR_high4",[],['IHM8'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM13, , ,INTL_SDNDD
4190725563791003,HC200802201459216478,49353.04,4503.85,9.13,"INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IHM3,IH3STAR,INTL_DRMS,INTL_SDNDD,INTL_EBLACK7,INTL_MMTF,INTL_ZERO_3K,INTL_GR_18",[],['IHM10'],[],[],[],['INTL_SDNDD'],INTL_GR_18,IHM3, , ,INTL_SDNDD
4190725563791013,HC200802201459216478,14470.23,2053.53,14.19,"INTL_METADND,INTL_DND,INTL_ALL,INTL_TA4,IH4STAR,INTL_GR_high2,INTL_SDND6,INTL_EBLACK4,IHM7,INTL_APPONLY6,INTL_INDIAIP6",['INTL_GR_8'],[],['INTL_DND'],[],[],['INTL_SDND5'],INTL_GR_high2,IHM7,INTL_APPONLY6,INTL_INDIAIP6,INTL_SDND6
4190725563791019,HC200802201459216478,66858.72,13084.35,19.57,"INTL_METADND,INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IHM10,IH4STAR,INTL_DRMS,INTL_ZERO_3K,INTL_SDNDD,INTL_EBLACK5,INTL_MMTF,INTL_MB1,INTL_GR_high4",[],['IHM4'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM10, , ,INTL_SDNDD
4190725563791021,HC200802201459216478,75234.94,15291.25,20.32,"INTL_METADND,INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH3STAR,IHM10,INTL_DRMS,INTL_SDNDD,INTL_EBLACK7,INTL_MMTF,INTL_3K_5K,INTL_GR_high4",[],['IHM9'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM10, , ,INTL_SDNDD
4190725563791025,HC200802201459216478,18465.94,3072.61,16.64,"INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH4STAR10K,IHM8,INTL_DRMS,INTL_SDNDD,INTL_EBLACK6,INTL_GR_high4",[],['IHM9'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM8, , ,INTL_SDNDD
4190725563791027,HC200802201459216478,4437.55,849.49,19.14,"INTL_METADND,INTL_ALL,IHM10,IH2STAR,INTL_HPA2,INTL_TVG4,INTL_TRIP4,INTL_DRMS,INTL_ZERO_3K,INTL_SDNDD,INTL_EBLACK11,INTL_MMTF,INTL_GR_high4",[],['IHM8'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM10, , ,INTL_SDNDD
4190725563791035,HC200802201459216478,111914.52,20611.37,18.42,"INTL_METADND,INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH3STAR,IHM9,INTL_DRMS,INTL_SDNDD,INTL_EBLACK7,INTL_MMTF,INTL_3K_5K,INTL_GR_high4",[],['IHM10'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM9, , ,INTL_SDNDD
4190725563791037,HC200802201459216478,36668.55,8243.94,22.48,"INTL_METADND,INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH3STAR,IHM13,INTL_DRMS,INTL_ACCO,INTL_ZERO_3K,INTL_SDNDD,INTL_EBLACK11,INTL_MMTF,INTL_GR_high4",[],['IHM10'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM13, , ,INTL_SDNDD
4190725563791043,HC200802201459216478,11756.32,1912.47,16.27,"INTL_METADND,INTL_ALL,IHM8,IH3STAR,INTL_HPA5,INTL_TVG5,INTL_TRIP5,INTL_DRMS,INTL_ACCO,INTL_SDNDD,INTL_EBLACK9,INTL_MMTF,INTL_3K_5K,INTL_GR_high3",[],['IHM10'],[],[],[],['INTL_SDNDD'],INTL_GR_high3,IHM8, , ,INTL_SDNDD
4190725563791047,HC200802201459216478,69728.73,10087.07,14.47,"INTL_METADND,INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH3STAR,IHM7,INTL_DRMS,INTL_SDNDD,INTL_MMTF,INTL_EBLACK10,INTL_3K_5K,INTL_MB1,INTL_GR_high2",[],['IHM6'],[],[],[],['INTL_SDNDD'],INTL_GR_high2,IHM7, , ,INTL_SDNDD
4190725563791053,HC200802201459216478,21738.78,4221.54,19.42,"INTL_METADND,INTL_ALL,INTL_TA4,INTL_DEAL2,INTL_GR_high4,IH4STAR10K,INTL_HPA2,INTL_TVG2,INTL_TRIP2,INTL_ZERO_3K,INTL_SDNDND,INTL_MMTF,IHM10",['INTL_GR_high2'],[],[],[],[],['INTL_SDNDND'],INTL_GR_high4,IHM10, , ,INTL_SDNDND
4190725563791055,HC200802201459216478,45616.15,7727.38,16.94,"INTL_METADND,INTL_ALL,INTL_Accor,IHM8,INTL_DND,INTL_INDIAIP7,INTL_DRMS,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_APPONLY7,INTL_EBLACK12,INTL_BDND,INTL_SDND7,INTL_EBLACK4,INTL_GR_high4",[],['IHM10'],['INTL_DND'],['INTL_APPONLY3'],['INTL_INDIAIP3'],['INTL_SDND3'],INTL_GR_high4,IHM8,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7
4190725563791057,HC200802201459216478,8510.0,1748.8,20.55,"INTL_METADND,INTL_ALL,INTL_RPC,INTL_DRMS,INTL_TAC20,INTL_TAC17,INTL_RDND,IH3STAR,IHM10,INTL_SDNDD,INTL_HPA5,INTL_EBLACK8,INTL_MMTF,INTL_3K_5K,INTL_GR_high4",[],['IHM8'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM10, , ,INTL_SDNDD
4190725563791059,HC200802201459216478,163597.98,36806.17,22.5,"INTL_METADND,INTL_ALL,IH5STAR,IHM13,INTL_HIGHINTL_DRMS,INTL_CHAINCBDOD,INTL_HPA5,INTL_TRIP5,INTL_TVG5,INTL_EBLACK4,INTL_DND,INTL_BDND,INTL_SDND8,INTL_GR_high4,INTL_APPONLY8,INTL_INDIAIP8",[],['IHM14'],['INTL_DND'],[],[],['INTL_SDND8'],INTL_GR_high4,IHM13,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
4190725563791075,HC200802201459216478,59343.75,12220.43,20.59,"INTL_METADND,INTL_ALL,IH4STAR10K,IHM10,INTL_DRMS,INTL_HPA5,INTL_TRIP5,INTL_TVG5,INTL_SDNDD,INTL_EBLACK12,INTL_MMTF,INTL_3K_5K,INTL_GR_high4",[],['IHM9'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM10, , ,INTL_SDNDD
4190725563791079,HC200802201459216478,163619.4,23220.01,14.19,"INTL_METADND,FLTB,INTL_ALL,INTL_9KPlus,IH5STAR,INTL_DND,INTL_HILTON,INTL_CHAINDOD,IHM7,INTL_DRMS,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_APPONLY6,INTL_INDIAIP6,INTL_EBLACK4,INTL_BDND,INTL_MB,INTL_GR_high2,INTL_SDND6",[],['IHM2'],['INTL_DND'],['INTL_APPONLY'],['INTL_INDIAIP1'],[],INTL_GR_high2,IHM7,INTL_APPONLY6,INTL_INDIAIP6,INTL_SDND6
4190725563791081,HC200802201459216478,11558.26,2080.96,18.0,"INTL_METADND,INTL_ALL,INTL_HPA4,IHM9,IH4STAR,INTL_TVG4,INTL_TRIP4,INTL_DRMS,INTL_SDNDD,INTL_EBLACK11,INTL_3K_5K,INTL_GR_high4",[],['IHM11'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM9, , ,INTL_SDNDD
4190725563791085,HC200802201459216478,17794.6,1537.38,8.64,"INTL_METADND,INTL_ALL,INTL_DND,INTL_INDIAIP2,INTL_ACCOR,IH5STAR,IHM3,INTL_DRMS,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_APPONLY2,INTL_EBLACK4,INTL_BDND,INTL_GR_15,INTL_SDND2",[],['IHM3'],['INTL_DND'],['INTL_APPONLY3'],['INTL_INDIAIP3'],[],INTL_GR_15,IHM3,INTL_APPONLY2,INTL_INDIAIP2,INTL_SDND2
4190725563791089,HC200802201459216478,151628.94,24113.31,15.9,"INTL_METADND,INTL_ALL,INTL_HPA3STAR,IH5STAR10K,IHM8,INTL_HIGHINTL_HPA3,INTL_TVG5,INTL_TRIP5,INTL_DRMS,INTL_SDNDD,INTL_HPA5,INTL_EBLACK9,INTL_GR_high3",[],['IHM6'],[],[],[],['INTL_SDNDD'],INTL_GR_high3,IHM8, , ,INTL_SDNDD
4190725563791091,HC200802201459216478,75358.99,16522.66,21.93,"INTL_ALL,INTL_TA3,IHM12,IH3STAR,INTL_HPA4,INTL_TVG4,INTL_TRIP4,INTL_DRMS,INTL_ACCO,INTL_SDNDD,INTL_EBLACK4,INTL_GR_high4",[],['IHM4'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM12, , ,INTL_SDNDD
4190725563791093,HC200802201459216478,55508.4,11401.65,20.54,"INTL_METADND,INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH3STAR,IHM10,INTL_DRMS,INTL_SDNDD,INTL_EBLACK11,INTL_MMTF,INTL_3K_5K,INTL_GR_high4",[],['IHM13'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM10, , ,INTL_SDNDD
4190725563791097,HC200802201459216478,28175.72,3685.52,13.08,"INTL_METADND,INTL_ALL,INTL_OPTI_VISIT,INTL_GR_high,IH3STAR,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_3K_5K,INTL_SDNDND,IHM6",['INTL_GR_18'],[],[],[],[],['INTL_SDNDND'],INTL_GR_high,IHM6, , ,INTL_SDNDND
4190725563791101,HC200802201459216478,159907.54,38221.69,23.9,"INTL_METADND,INTL_DND,INTL_INDIAIP8,INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH5STAR,IHM13,INTL_HIGH,INTL_DRMS,INTL_EBLACK6,INTL_SDND8,INTL_MB,INTL_GR_high4,INTL_APPONLY8",[],['IHM9'],['INTL_DND'],[],['INTL_INDIAIP5'],['INTL_SDND8'],INTL_GR_high4,IHM13,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
4190725563791103,HC200802201459216478,62986.54,5732.12,9.1,"INTL_METADND,INTL_ALL,INTL_DND,INTL_APPONLY3,IH5STAR,IHM3,INTL_DRMS,INTL_ACCOR,INTL_GR_18,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_INDIAIP3,INTL_EBLACK4,INTL_BDND,INTL_SDND3",['INTL_GR_12'],['IHM3'],['INTL_DND'],['INTL_APPONLY3'],['INTL_INDIAIP3'],[],INTL_GR_18,IHM3,INTL_APPONLY3,INTL_INDIAIP3,INTL_SDND3
4190725563791109,HC200802201459216478,162906.52,23294.24,14.3,"INTL_METADND,INTL_ALL,INTL_OPTI_HALT,INTL_GR_high2,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_3K_6K,IH3STAR,INTL_EBLACK12,INTL_3K_5K,INTL_SDNDND,IHM7",['INTL_GR_18'],[],[],[],[],['INTL_SDNDND'],INTL_GR_high2,IHM7, , ,INTL_SDNDND
4190725563791113,HC200802201459216478,1071171.24,256651.68,23.96,"INTL_METADND,INTL_ALL,IH4STAR10K,IHM13,INTL_HPA5,INTL_TVG5,INTL_TRIP5,INTL_DRMS,INTL_ORC,INTL_SDNDD,INTL_MMTF,INTL_EBLACK6,INTL_3K_5K,INTL_MB1,INTL_GR_high4",[],['IHM3'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM13, , ,INTL_SDNDD
4190725563791131,HC200802201459216478,6757.21,790.1,11.69,"INTL_METADND,INTL_ALL,INTL_HPA4,INTL_TRIP4,INTL_TVG4,IHM5,IH3STAR,INTL_DRMS,INTL_ZERO_3K,INTL_SDNDD,INTL_EBLACK8,INTL_MMTF,INTL_MB1,INTL_GR_21",[],['IHM6'],[],[],[],['INTL_SDNDD'],INTL_GR_21,IHM5, , ,INTL_SDNDD
4190725563791137,HC200802201459216478,4713.29,798.59,16.94,"INTL_METADND,INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_RDND,INTL_TVG5,IHM8,IH2STAR,INTL_DRMS,INTL_ZERO_3K,INTL_SDNDD,INTL_EBLACK8,INTL_MMTF,INTL_MB,INTL_GR_high4",[],['IHM7'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM8, , ,INTL_SDNDD
4190725563791139,HC200802201459216478,8461.97,1134.53,13.41,"INTL_METADND,INTL_ALL,INTL_ID_MY_SG_TH,INTL_GR_high,INTL_Zero_3K,INTL_Zero_3K_15,IH3STAR,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_MMTF,INTL_ZERO_3K,INTL_SDNDND,IHM6",['INTL_GR_21'],[],[],[],[],['INTL_SDNDND'],INTL_GR_high,IHM6, , ,INTL_SDNDND
4190725563791144,HC200802201459216478,7349.42,668.83,9.1,"INTL_METADND,INTL_ALL,INTL_DND,INTL_INDIAIP3,IHM3,IH4STAR,INTL_DRMS,INTL_ACCOR,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_APPONLY3,INTL_EBLACK4,INTL_BDND,INTL_MB,INTL_GR_18,INTL_SDND3",[],['IHM3'],['INTL_DND'],['INTL_APPONLY3'],['INTL_INDIAIP3'],[],INTL_GR_18,IHM3,INTL_APPONLY3,INTL_INDIAIP3,INTL_SDND3
4190725563791148,HC200802201459216478,71624.15,16798.46,23.45,"INTL_METADND,INTL_ALL,IHM13,IH4STAR,INTL_HPA2,INTL_TVG2,INTL_TRIP2,INTL_DRMS,INTL_SDNDD,INTL_EBLACK9,INTL_3K_5K,INTL_GR_high4",[],['IHM12'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM13, , ,INTL_SDNDD
4190725563791150,HC200802201459216478,47845.56,11525.76,24.09,"INTL_METADND,INTL_ALL,INTL_APPFESTALL,INTL_DRMS,INTL_BCOM_CONTRACTED,INTL_TAC20,INTL_TAC17,INTL_3K_6K,IH4STAR,INTL_HPA2,INTL_TVG2,INTL_TRIP2,IHM13,INTL_SDNDD,INTL_EBLACK9,INTL_3K_5K,INTL_GR_high4",[],['IHM7'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM13, , ,INTL_SDNDD
4190725563791152,HC200802201459216478,120192.91,10384.11,8.64,"INTL_METADND,INTL_ALL,INTL_DND,INTL_APPONLY2,IH3STAR,IHM3,INTL_DRMS,INTL_ACCOR,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_INDIAIP2,INTL_MMTF,INTL_EBLACK4,INTL_BDND,INTL_MB,INTL_GR_15,INTL_SDND2",[],['IHM3'],['INTL_DND'],['INTL_APPONLY'],['INTL_INDIAIP1'],[],INTL_GR_15,IHM3,INTL_APPONLY2,INTL_INDIAIP2,INTL_SDND2
4190725563791156,HC200802201459216478,896421.01,176815.44,19.72,"INTL_ALL,IH3STAR,IHM10,INTL_DRMS,INTL_Zero_3K,INTL_HPA5,INTL_TRIP5,INTL_TVG5,INTL_SDNDD,INTL_EBLACK12,INTL_MMTF,INTL_ZERO_3K,INTL_TOP200,INTL_MB1,INTL_GR_high4",[],['IHM6'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM10, , ,INTL_SDNDD
4190725563791158,HC200802201459216478,631847.64,55011.58,8.71,"INTL_METADND,INTL_ALL,INTL_DND,IH4STAR10K,IHM3,INTL_DRMS,INTL_ACCOR,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_INDIAIP2,INTL_APPONLY2,INTL_EBLACK12,INTL_3K_5K,INTL_BDND,INTL_EBLACK4,INTL_GR_15,INTL_SDND2",[],['IHM6'],['INTL_DND'],['INTL_APPONLY3'],['INTL_INDIAIP3'],[],INTL_GR_15,IHM3,INTL_APPONLY2,INTL_INDIAIP2,INTL_SDND2
4190725563791202,HC200802201459216478,3896682.47,877631.52,22.52,"INTL_METADND,INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TCG5,IH4STAR10K,INTL_DRMS,INTL_SF,INTL_TVG5,INTL_SDNDD,INTL_EBLACK10,IHM13,INTL_3K_5K,INTL_TOP200,INTL_MB1,INTL_GR_high4",[],['IHM10'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM13, , ,INTL_SDNDD
4190725563791208,HC200802201459216478,6637.66,716.89,10.8,"INTL_METADND,INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH4STAR,IHM5,INTL_DRMS,INTL_ORC,INTL_DND,INTL_INDIAIP4,INTL_APPONLY4,INTL_EBLACK4,INTL_BDND,INTL_MB,INTL_GR_21,INTL_SDND4",[],['IHM10'],['INTL_DND'],['INTL_APPONLY8'],['INTL_INDIAIP8'],[],INTL_GR_21,IHM5,INTL_APPONLY4,INTL_INDIAIP4,INTL_SDND4
4190725563791212,HC200802201459216478,28751.92,5049.08,17.56,"INTL_METADND,INTL_ALL,IH3STAR,INTL_HPA3,INTL_TVG3,INTL_SF,INTL_GR_high4,INTL_TRIP3,INTL_SDNDND,IHM9",['INTL_GR_high'],[],[],[],[],['INTL_SDNDND'],INTL_GR_high4,IHM9, , ,INTL_SDNDND
4190725563791214,HC200802201459216478,246343.62,46158.87,18.74,"INTL_METADND,INTL_ALL,IH5STAR,IHM9,INTL_LOWINTL_LOWC,INTL_DRMS,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_EBLACK4,INTL_DND,INTL_BDND,INTL_SDND8,INTL_GR_high4,INTL_APPONLY8,INTL_INDIAIP8",[],['IHM9'],['INTL_DND'],[],[],['INTL_SDND5'],INTL_GR_high4,IHM9,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
4190725563791218,HC200802201459216478,4376.42,614.6,14.04,"INTL_METADND,INTL_ALL,INTL_LEISURE,INTL_GR_high2,INTL_Zero_3K,INTL_Zero_3K_15,IH3STAR,INTL_HPA2,INTL_TVG2,INTL_TRIP2,INTL_SDNDND,INTL_MMTF,INTL_ZERO_3K,IHM7",['INTL_GR_18'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDNDHIGH']",INTL_GR_high2,IHM7, , ,INTL_SDNDND
4190725563791220,HC200802201459216478,320506.33,86269.52,26.92,"INTL_METADND,INTL_ALL,INTL_TVG5,INTL_TRIP5,INTL_HPA5,IH4STAR10K,INTL_DRMS,INTL_ACCO,INTL_SDNDD,INTL_EBLACK7,IHM15,INTL_GR_high4",[],['IHM14'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM15, , ,INTL_SDNDD
4190725563791230,HC200802201459216478,66324.9,11550.15,17.41,"INTL_METADND,INTL_ALL,INTL_HPA3,INTL_TRIP3,INTL_TVG3,IH3STAR,IHM9,INTL_DRMS,INTL_SDNDD,INTL_EBLACK9,INTL_MMTF,INTL_ZERO_3K,INTL_GR_high4",[],['IHM6'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM9, , ,INTL_SDNDD
4190725563791232,HC200802201459216478,6197.25,929.59,15.0,"INTL_METADND,INTL_ALL,INTL_HPA2,INTL_TRIP2,INTL_TVG2,IH3Star,IHM7,INTL_DRMS,INTL_SDNDD,INTL_EBLACK6,INTL_MMTF,INTL_3K_5K,INTL_GR_high2",[],['IHM8'],[],[],[],['INTL_SDNDD'],INTL_GR_high2,IHM7, , ,INTL_SDNDD
4190725563791236,HC200802201459216478,56519.86,6245.99,11.05,"INTL_METADND,INTL_ALL,INTL_LEISURE,INTL_DND,INTL_EXPORC,INTL_GR_21,INTL_SDND4,INTL_HPA2,INTL_TVG2,INTL_TRIP2,INTL_EBLACK6,INTL_BDND,IHM5,INTL_APPONLY4,INTL_INDIAIP4",['INTL_GR_15'],[],['INTL_DND'],[],[],['INTL_SDND3'],INTL_GR_21,IHM5,INTL_APPONLY4,INTL_INDIAIP4,INTL_SDND4
4190725563791240,HC200802201459216478,35086.36,3789.41,10.8,"INTL_METADND,INTL_ALL,INTL_DND,IH4STAR10K,INTL_INDIAIP4,IHM5,INTL_DRMS,INTL_HPA5,INTL_TRIP5,INTL_TVG5,INTL_APPONLY4,INTL_EBLACK4,INTL_BDND,INTL_GR_21,INTL_SDND4",[],['IHM5'],['INTL_DND'],['INTL_APPONLY6'],['INTL_INDIAIP6'],[],INTL_GR_21,IHM5,INTL_APPONLY4,INTL_INDIAIP4,INTL_SDND4
4190725563791244,HC200802201459216478,91328.2,17243.74,18.88,"INTL_ALL,IH5STAR,IHM9,INTL_DRMS,INTL_HPA4,INTL_TRIP4,INTL_TVG4,INTL_SDNDD,INTL_EBLACK9,INTL_GR_high4",[],['IHM7'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM9, , ,INTL_SDNDD
4190725563791248,HC200802201459216478,13378.01,2349.19,17.56,"INTL_METADND,INTL_ALL,INTL_TA3,INTL_GR_high4,IH3STAR,INTL_SDND21,IHM9",['INTL_GR_high'],[],[],[],[],['INTL_SDND21'],INTL_GR_high4,IHM9, , ,INTL_SDND21
4190725563791252,HC200802201459216478,59217.9,8852.28,14.95,"INTL_METADND,INTL_ALL,INTL_RPC,INTL_GR_high2,INTL_9KPlus,IH4STAR,INTL_DND,INTL_SDND6,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_EBLACK8,INTL_BDND,IHM7,INTL_APPONLY6,INTL_INDIAIP6",['INTL_GR_15'],[],['INTL_DND'],[],[],['INTL_SDND4'],INTL_GR_high2,IHM7,INTL_APPONLY6,INTL_INDIAIP6,INTL_SDND6
4190725563791254,HC200802201459216478,338038.58,74793.61,22.13,"INTL_METADND,INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH5STAR10K,IHM12,INTL_HIGHINTL_DRMS,INTL_SF,INTL_SDNDD,INTL_EBLACK8,INTL_3K_5K,INTL_MB,INTL_GR_high4",[],['IHM8'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM12, , ,INTL_SDNDD
4190725563791266,HC200802201459216478,46846.59,9472.27,20.22,"INTL_METADND,INTL_ALL,INTL_RDND,IH3STAR,INTL_DRMS,INTL_Zero_3K,INTL_HPA5,INTL_TVG5,INTL_TRIP5,INTL_EBLACK9,IHM10,INTL_MMTF,INTL_3K_5K,INTL_SDNDD,INTL_TOP200,INTL_MB1,INTL_GR_high4",[],['IHM7'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM10, , ,INTL_SDNDD
4190725563791280,HC200802201459216478,61529.93,12457.51,20.25,"INTL_METADND,INTL_ALL,IHM10,IH4STAR,INTL_HPA5,INTL_TVG5,INTL_TRIP5,INTL_DRMS,INTL_SDNDD,INTL_EBLACK4,INTL_3K_5K,INTL_GR_high4",[],['IHM9'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM10, , ,INTL_SDNDD
4190725563791286,HC200802201459216478,24076.06,4110.57,17.07,"INTL_METADND,INTL_ALL,INTL_HPA4,INTL_TRIP4,INTL_TVG4,IH3STAR,IHM8,INTL_DRMS,INTL_ACCO,INTL_Zero_3K,INTL_SDNDD,INTL_EBLACK8,INTL_MMTF,INTL_ZERO_3K,INTL_MB,INTL_MB1,INTL_GR_high4",[],['IHM5'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM8, , ,INTL_SDNDD
4190725563791290,HC200802201459216478,20251.33,4830.24,23.85,"INTL_METADND,INTL_ALL,IHM13,IH4STAR,INTL_HPA4,INTL_TVG4,INTL_DRMS,INTL_SF,INTL_TRIP4,INTL_SDNDD,INTL_EBLACK10,INTL_3K_5K,INTL_GR_high4",[],['IHM10'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM13, , ,INTL_SDNDD
4190725563791294,HC200802201459216478,139717.93,26564.12,19.01,"INTL_METADND,INTL_ALL,IH5STAR,IHM10,INTL_DRMS,INTL_DND,INTL_HPA3,INTL_TRIP3,INTL_TVG3,INTL_APPONLY8,INTL_INDIAIP8,INTL_EBLACK5,INTL_MB1,INTL_GR_high4,INTL_SDND8",[],['IHM3'],['INTL_DND'],['INTL_APPONLY2'],['INTL_INDIAIP2'],[],INTL_GR_high4,IHM10,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
4190725563791296,HC200802201459216478,34324.13,5009.79,14.6,"INTL_METADND,INTL_ALL,INTL_HPA3,INTL_TRIP3,INTL_TVG3,IH3STAR,INTL_GR_high2,INTL_ZERO_3K,INTL_MMTF,INTL_SDNDND,IHM7",['INTL_GR_high'],[],[],[],[],['INTL_SDNDND'],INTL_GR_high2,IHM7, , ,INTL_SDNDND
4190725563791300,HC200802201459216478,227908.68,17359.8,7.62,"INTL_METADND,INTL_ALL,IH5STAR,IHM3,INTL_DRMS,INTL_DND,INTL_BDND,INTL_MU,INTL_PDND,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_APPONLY2,INTL_INDIAIP2,INTL_EBLACK4,INTL_SDND2,INTL_GR_15",[],['IHM3'],['INTL_DND'],['INTL_APPONLY0'],['INTL_INDIAIP0'],['INTL_SDND0'],INTL_GR_15,IHM3,INTL_APPONLY2,INTL_INDIAIP2,INTL_SDND2
4190725563791302,HC200802201459216478,15063.03,2665.89,17.7,"INTL_METADND,INTL_ALL,IH3STAR,IHM9,INTL_DRMS,INTL_Zero_3K,INTL_HPA5,INTL_TRIP5,INTL_TVG5,INTL_SDNDD,INTL_EBLACK7,INTL_MMTF,INTL_ZERO_3K,INTL_MB1,INTL_GR_high4",[],['IHM5'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM9, , ,INTL_SDNDD
4190725563791308,HC200802201459216478,59604.06,12389.44,20.79,"INTL_METADND,INTL_ALL,INTL_MONSOONROW,INTL_3K_6K,IH4STAR10K,INTL_HPA2,INTL_TVG2,INTL_TRIP2,INTL_DRMS,IHM10,INTL_SDNDD,INTL_EBLACK8,INTL_3K_5K,INTL_GR_high4",[],['IHM8'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM10, , ,INTL_SDNDD
4190725563791310,HC200802201459216478,87185.72,14778.07,16.95,"INTL_METADND,INTL_PDND,INTL_ALL,IHM8,INTL_DRMS,INTL_DND,INTL_BDND,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_MU,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7,INTL_EBLACK6,INTL_LOWC,INTL_LOWCC,INTL_TOP200,INTL_GR_high4",[],['IHM8'],['INTL_DND'],['INTL_APPONLY7'],['INTL_INDIAIP7'],['INTL_SDND7'],INTL_GR_high4,IHM8,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7
